leave_type,leave_start_date,leave_end_date,leave_start_period,leave_end_period,leave_days,applicant_name,reporting_person,applicant_department,applicant_subdepartment
academic_leave,16-09-2023,22-09-2023,first_half,full_day,7,Brittany Gonzalez,Philip Lee,HR,HR
casual_leave,18-09-2024,22-09-2024,full_day,full_day,5,Travis Alexander,Elizabeth Barton,Business,Business Development Executive
paternity_leave,13-03-2025,15-03-2025,full_day,first_half,3,Mark Stewart,Angela Cunningham,Business,Business Development Executive
maternity_leave,12-01-2024,20-01-2024,first_half,full_day,9,Donna Wilson,Jessica Hurley,Office Admin,Office Admin
marriage_leave,04-09-2024,06-09-2024,first_half,full_day,3,Joel Tapia,Gloria Harrison,Business,Business Development Executive
medical_leave,11-01-2024,12-01-2024,full_day,full_day,2,Robert Khan,James Molina,Technical,iOS
maternity_leave,27-05-2023,27-05-2023,second_half,full_day,0.5,Clayton Poole,Joshua Schaefer,HR,Project coordinator
paternity_leave,03-09-2023,13-09-2023,first_half,full_day,11,Elizabeth Harmon,Jennifer Freeman,Technical,System
casual_leave,20-12-2023,26-12-2023,first_half,first_half,7,Colin Chavez,Andrew Parker,Office Admin,Office Admin
casual_leave,25-10-2024,02-11-2024,second_half,full_day,9,Stephen Moore,Anthony Smith,Technical,PHP
casual_leave,08-11-2023,08-11-2023,first_half,first_half,0.5,Mary Jenkins,Johnny Rodriguez,Office Admin,Office Admin
marriage_leave,09-01-2024,16-01-2024,first_half,first_half,8,Michael Nelson,Alexander Cooper,HR,HR
maternity_leave,17-01-2025,17-01-2025,full_day,full_day,1,Rachel Johns,Gabriel Dawson,Technical,iOS
paternity_leave,23-08-2024,23-08-2024,first_half,first_half,0.5,Travis Dominguez,Miss Lisa Matthews,Business,Business Development Executive
academic_leave,16-05-2024,16-05-2024,full_day,first_half,0.5,Shelia Rowland,John Shaw,Office Admin,Office Admin
medical_leave,29-05-2024,05-06-2024,full_day,first_half,8,Robert Vargas,Amanda Medina,Business,Business Development Executive
paternity_leave,15-07-2024,17-07-2024,first_half,full_day,3,Jay Oconnell,Christy Tate,Technical,PHP
casual_leave,04-05-2023,04-05-2023,full_day,first_half,0.5,Cristina Brown,Debbie Reyes,Business,Business Development Executive
paternity_leave,23-01-2025,28-01-2025,full_day,first_half,6,Chad Green,Taylor Long,Technical,Angular
academic_leave,19-07-2023,22-07-2023,second_half,full_day,4,David Ford,Heidi Johnson,HR,Project coordinator
marriage_leave,17-09-2023,17-09-2023,full_day,first_half,0.5,Johnny Marks,Dr. Joseph Fowler,Business,Business Development Executive
academic_leave,09-02-2024,10-02-2024,second_half,full_day,2,Brandi Armstrong,Philip Snyder,Business,Business Development Executive
paternity_leave,24-07-2024,29-07-2024,second_half,first_half,6,Michael Hoffman,Brandon Jimenez,Technical,NodeJS
paternity_leave,07-10-2024,14-10-2024,first_half,full_day,8,John Robinson,Tanya Norton,HR,HR
paternity_leave,15-12-2023,24-12-2023,full_day,full_day,10,Mia Burton,Tiffany Willis,Office Admin,Office Admin
casual_leave,17-11-2024,25-11-2024,full_day,full_day,9,David Hill,Manuel Allen,Technical,ReactJS
maternity_leave,02-07-2023,12-07-2023,full_day,first_half,11,Mr. Anthony Hogan Jr.,Kayla Salas,Office Admin,Office Admin
academic_leave,03-05-2024,03-05-2024,full_day,full_day,1,Daniel Castro,Charles Montes,Business,Business Development Executive
academic_leave,28-11-2024,01-12-2024,full_day,first_half,4,Jodi Parker,Phillip Hernandez,Technical,NodeJS
academic_leave,16-08-2023,19-08-2023,full_day,first_half,4,Kimberly Mullins,Patricia Hubbard,Technical,ReactJS
casual_leave,16-03-2025,25-03-2025,second_half,full_day,10,Jerry Cowan,Abigail Wong,HR,HR
paternity_leave,29-11-2023,04-12-2023,first_half,full_day,6,Steven Collins DDS,Joel Watkins,Business,Business Development Executive
marriage_leave,03-06-2024,03-06-2024,first_half,full_day,0.5,Robert Jordan,Michael Hancock,Business,Business Development Executive
paternity_leave,23-03-2025,01-04-2025,full_day,full_day,10,Susan Turner,Michael Thompson,Technical,Android
medical_leave,04-10-2024,13-10-2024,full_day,first_half,10,James Coffey,Sandy Martin,HR,Project coordinator
academic_leave,05-04-2024,06-04-2024,second_half,first_half,2,Tommy Bryant,Albert Williams,Office Admin,Office Admin
medical_leave,22-04-2024,02-05-2024,full_day,full_day,11,Ernest Gonzalez,Jennifer Maldonado,Business,Business Development Executive
academic_leave,08-10-2024,08-10-2024,second_half,first_half,0.5,Brianna Bryant,David Barton,Business,Business Development Executive
paternity_leave,26-01-2025,28-01-2025,first_half,full_day,3,Loretta Beck,Michael Brown,Business,Business Development Executive
maternity_leave,11-10-2023,17-10-2023,first_half,full_day,7,Carolyn Webster,Anthony Rodriguez,Office Admin,Office Admin
academic_leave,29-06-2024,02-07-2024,second_half,first_half,4,Charles May,Christopher Daniel,Technical,NodeJS
marriage_leave,01-07-2024,03-07-2024,full_day,first_half,3,Amanda Smith,Pamela Fitzgerald,HR,Project coordinator
marriage_leave,14-06-2023,18-06-2023,second_half,first_half,5,Erin Gray,Brandon Patterson,Business,Business Development Executive
marriage_leave,18-01-2025,28-01-2025,full_day,first_half,11,Ryan Wilson,Michael Johnson,Office Admin,Office Admin
academic_leave,17-05-2023,23-05-2023,second_half,first_half,7,Andrew Jones,David Nelson,Technical,PHP
academic_leave,20-10-2024,24-10-2024,full_day,first_half,5,Steven Jones,Gregory Harrison,Business,Business Development Executive
casual_leave,03-04-2025,06-04-2025,second_half,full_day,4,Darren Brown,Carly Saunders,HR,HR
medical_leave,25-06-2023,03-07-2023,full_day,first_half,9,George Thompson,Brad Perry,Business,Business Development Executive
academic_leave,15-04-2024,18-04-2024,first_half,full_day,4,John Rodriguez,Stacy Arnold,Office Admin,Office Admin
academic_leave,08-12-2023,09-12-2023,first_half,full_day,2,Aaron Duncan,Melissa Gregory,Office Admin,Office Admin
marriage_leave,28-04-2024,06-05-2024,first_half,first_half,9,Shaun Jones,Mike Henry,Office Admin,Office Admin
maternity_leave,30-11-2024,30-11-2024,first_half,full_day,0.5,Christopher Rodriguez,Nicholas Collier,HR,HR
paternity_leave,04-11-2024,05-11-2024,full_day,first_half,2,Jeffery Cameron,Kimberly Ferrell,HR,HR
marriage_leave,30-03-2025,03-04-2025,full_day,full_day,5,Andrew Hancock,Martin Holloway,Technical,iOS
medical_leave,03-07-2024,05-07-2024,second_half,full_day,3,Jimmy Dawson,Susan Reese,HR,HR
medical_leave,14-11-2024,22-11-2024,first_half,first_half,9,Taylor Johnson,Amy Wolf,Business,Business Development Executive
casual_leave,10-04-2025,16-04-2025,second_half,first_half,7,Morgan Walker,Tiffany Flynn,Technical,PHP
academic_leave,09-08-2023,11-08-2023,full_day,full_day,3,George Hart,Barbara Bradley,Technical,Angular
academic_leave,19-02-2024,29-02-2024,second_half,first_half,11,Steven Kaufman,Jennifer Spence,HR,HR
paternity_leave,05-07-2024,13-07-2024,full_day,full_day,9,Dennis Holmes,David Hooper,Business,Business Development Executive
medical_leave,16-11-2023,19-11-2023,full_day,first_half,4,Valerie Duncan,Alan Alvarado,HR,Project coordinator
maternity_leave,25-09-2023,04-10-2023,full_day,first_half,10,Richard Fernandez PhD,Nathan Kim,Technical,iOS
academic_leave,02-09-2023,12-09-2023,second_half,full_day,11,Thomas Adams,Brenda Rodriguez,Business,Business Development Executive
medical_leave,14-04-2025,19-04-2025,first_half,full_day,6,Shaun Sweeney,Vicki Yates,Business,Business Development Executive
maternity_leave,11-10-2024,13-10-2024,first_half,first_half,3,Anthony Velasquez,Luke Lee,Business,Business Development Executive
paternity_leave,15-05-2024,20-05-2024,second_half,full_day,6,Brian Wallace,Brian Smith,Technical,PHP
medical_leave,03-11-2023,06-11-2023,second_half,full_day,4,Leah Owen,Donald Olsen,Office Admin,Office Admin
medical_leave,17-07-2024,20-07-2024,full_day,full_day,4,Phillip Ayers,Charles Olson,HR,Project coordinator
medical_leave,26-11-2024,06-12-2024,first_half,first_half,11,Timothy Steele,Derrick Barrera,Business,Business Development Executive
marriage_leave,22-03-2025,29-03-2025,first_half,first_half,8,Sheila Porter,Bryan Serrano,Office Admin,Office Admin
maternity_leave,31-01-2024,02-02-2024,second_half,first_half,3,Ashley Robertson,Brian Bailey,Technical,PHP
academic_leave,10-02-2024,16-02-2024,full_day,full_day,7,Victor Salazar,Timothy Baker,Technical,Angular
paternity_leave,04-07-2023,07-07-2023,first_half,first_half,4,Terry Barrera,Jessica Winters,Office Admin,Office Admin
medical_leave,16-03-2024,18-03-2024,second_half,full_day,3,Gregory Blake,Stephanie Murphy,Business,Business Development Executive
medical_leave,20-06-2024,29-06-2024,full_day,full_day,10,Richard Jones,Tonya Cruz,HR,Project coordinator
maternity_leave,30-10-2024,06-11-2024,second_half,first_half,8,Robert Barnett,Darlene Smith,Business,Business Development Executive
academic_leave,14-07-2024,15-07-2024,full_day,first_half,2,Timothy Burgess,Maurice Serrano,Office Admin,Office Admin
maternity_leave,17-12-2024,27-12-2024,full_day,first_half,11,Brett Mendoza,April Blair,Office Admin,Office Admin
academic_leave,09-10-2023,16-10-2023,second_half,full_day,8,Eric Chan,Timothy Allen,Technical,ReactJS
paternity_leave,04-07-2024,07-07-2024,full_day,full_day,4,Joe Long,Melinda Blake,Office Admin,Office Admin
maternity_leave,26-07-2023,28-07-2023,second_half,full_day,3,Omar Knight,Jared Moran,HR,HR
marriage_leave,05-09-2023,14-09-2023,first_half,full_day,10,Selena Stephens,Jonathon Hester,Business,Business Development Executive
casual_leave,02-10-2024,04-10-2024,first_half,first_half,3,Erica Salazar,Mark Chambers,Business,Business Development Executive
medical_leave,28-03-2025,06-04-2025,first_half,first_half,10,Darren Snow,Lawrence Cline,Business,Business Development Executive
maternity_leave,16-04-2025,16-04-2025,first_half,full_day,0.5,Lisa Torres,Edward Mendez,Office Admin,Office Admin
casual_leave,14-06-2023,23-06-2023,first_half,full_day,10,Francisco Richards,Rhonda Colon PhD,Technical,Angular
paternity_leave,15-08-2024,21-08-2024,first_half,first_half,7,Michael Woodward,Gregory Crosby,HR,Project coordinator
casual_leave,16-08-2023,18-08-2023,full_day,first_half,3,Andre Ferguson,Francisco Shepherd,Office Admin,Office Admin
academic_leave,30-11-2024,06-12-2024,full_day,first_half,7,Joshua Thomas,Robert Joseph,HR,HR
medical_leave,07-08-2024,11-08-2024,full_day,full_day,5,Jodi Miller,Loretta Mueller,HR,Project coordinator
medical_leave,05-07-2023,13-07-2023,second_half,first_half,9,Allen Kennedy,Wesley Baker,Technical,ReactJS
medical_leave,22-11-2023,28-11-2023,first_half,full_day,7,Cheryl Goodwin,Mason Reyes,Office Admin,Office Admin
academic_leave,03-07-2023,07-07-2023,second_half,full_day,5,Amanda West,Sara Odonnell,Business,Business Development Executive
academic_leave,22-03-2024,31-03-2024,second_half,full_day,10,Dana Mitchell,Tiffany Snyder,Technical,Angular
academic_leave,15-10-2023,17-10-2023,second_half,first_half,3,Matthew Conrad,Kathryn Snyder,Technical,NodeJS
academic_leave,10-09-2023,19-09-2023,first_half,full_day,10,Dustin Ashley,Shannon Contreras,Business,Business Development Executive
paternity_leave,20-06-2023,27-06-2023,full_day,first_half,8,Christopher Gonzalez,Michael Bass,Business,Business Development Executive
marriage_leave,02-01-2024,05-01-2024,first_half,full_day,4,Daniel White,Jenna Cole,HR,Project coordinator
maternity_leave,10-03-2025,16-03-2025,second_half,first_half,7,Sierra Spence,Heather Nelson,Technical,ReactJS
marriage_leave,18-12-2024,26-12-2024,first_half,first_half,9,Rachel Villa,Jonathan Moss,HR,Project coordinator
casual_leave,24-04-2023,02-05-2023,second_half,full_day,9,Wendy Campos,Joel Chandler,Business,Business Development Executive
marriage_leave,22-12-2023,01-01-2024,second_half,first_half,11,Michele Macias,Kim Koch,HR,Project coordinator
paternity_leave,02-04-2025,11-04-2025,second_half,first_half,10,James Moreno,Nicholas Butler,Office Admin,Office Admin
marriage_leave,06-09-2023,06-09-2023,first_half,full_day,0.5,Christian Mendoza,Christopher Clay,Business,Business Development Executive
marriage_leave,12-05-2024,21-05-2024,second_half,full_day,10,David Evans,Julie Poole,Technical,PHP
casual_leave,15-06-2024,24-06-2024,first_half,first_half,10,Jonathan Mann,Sandra Miller,HR,HR
casual_leave,29-03-2024,02-04-2024,full_day,first_half,5,Eric Page,David Bailey,Technical,PHP
marriage_leave,01-07-2023,02-07-2023,first_half,full_day,2,Cameron Graham,Jessica Butler,Business,Business Development Executive
paternity_leave,04-11-2023,12-11-2023,first_half,first_half,9,Ernest Garcia,Desiree Morrow,HR,HR
casual_leave,31-05-2024,31-05-2024,first_half,full_day,0.5,Dr. Gerald Walton,Michael Davies Jr.,Business,Business Development Executive
marriage_leave,08-08-2024,13-08-2024,first_half,first_half,6,Jessica Anderson,Timothy Massey,Technical,Angular
marriage_leave,28-12-2024,30-12-2024,first_half,full_day,3,Jennifer Savage,Laura Myers,Business,Business Development Executive
maternity_leave,04-10-2024,08-10-2024,second_half,full_day,5,Lindsey Medina,Michael Willis,HR,Project coordinator
paternity_leave,10-12-2023,20-12-2023,full_day,first_half,11,Ruben Lawrence,Jeffrey Perry,HR,HR
medical_leave,28-02-2024,08-03-2024,full_day,first_half,10,Denise Hopkins,Tracy Brown,Technical,iOS
medical_leave,26-10-2024,30-10-2024,full_day,full_day,5,Benjamin Swanson,Richard Oconnell,Business,Business Development Executive
medical_leave,06-09-2023,12-09-2023,full_day,first_half,7,Logan Burns,Jennifer Jackson,HR,HR
marriage_leave,19-04-2025,19-04-2025,second_half,first_half,0.5,Robert Cooke,Anne Stephens,Office Admin,Office Admin
marriage_leave,10-06-2023,15-06-2023,second_half,full_day,6,Robert Martinez,Dr. James Mora,Technical,Android
paternity_leave,30-01-2024,09-02-2024,full_day,full_day,11,Adam Smith,Lisa Bernard,Office Admin,Office Admin
paternity_leave,20-02-2024,27-02-2024,second_half,first_half,8,John Jimenez,Jennifer Moody,Technical,PHP
marriage_leave,06-07-2023,15-07-2023,full_day,first_half,10,Gregory Oneill,Lauren Russell,Business,Business Development Executive
maternity_leave,11-08-2024,17-08-2024,full_day,first_half,7,Caleb Hobbs,Angela Klein,Business,Business Development Executive
casual_leave,26-12-2023,26-12-2023,first_half,first_half,0.5,Jerry Moore,Roger Turner,Office Admin,Office Admin
casual_leave,11-04-2025,12-04-2025,first_half,full_day,2,Bruce Hernandez,Robert Mendoza,Technical,ReactJS
maternity_leave,12-01-2025,14-01-2025,second_half,full_day,3,Douglas Rodriguez,Jeremy West,Office Admin,Office Admin
casual_leave,23-07-2023,31-07-2023,first_half,full_day,9,Laurie Mcneil,Marvin Cooper,HR,Project coordinator
paternity_leave,15-01-2024,25-01-2024,full_day,full_day,11,Brian Rivas,Matthew King,HR,HR
medical_leave,02-05-2024,04-05-2024,full_day,full_day,3,Grant Cook,Jacob Hicks,Business,Business Development Executive
casual_leave,17-05-2024,20-05-2024,full_day,first_half,4,Samantha Hale,Nicolas Hughes,HR,Project coordinator
paternity_leave,31-03-2025,31-03-2025,full_day,full_day,1,Kirsten Ramirez,Alyssa Flores,Technical,NodeJS
medical_leave,14-11-2024,22-11-2024,second_half,full_day,9,James West,Robert Pratt,HR,HR
maternity_leave,19-02-2025,28-02-2025,first_half,first_half,10,Wayne Madden,Robert Gamble,Technical,System
medical_leave,17-05-2024,17-05-2024,first_half,full_day,0.5,Carl Stevens,Lauren Lambert,Office Admin,Office Admin
medical_leave,11-03-2025,20-03-2025,first_half,full_day,10,Mandy Carlson,Nicholas Lang,HR,HR
medical_leave,23-11-2024,29-11-2024,first_half,first_half,7,Robin Simmons,Laura Hernandez,Office Admin,Office Admin
academic_leave,23-04-2023,28-04-2023,first_half,first_half,6,John Nguyen,Henry Rogers,Office Admin,Office Admin
medical_leave,12-01-2024,22-01-2024,first_half,full_day,11,Laurie Hahn,Tiffany Harris,HR,Project coordinator
medical_leave,30-12-2024,06-01-2025,first_half,full_day,8,Mitchell Mccoy,Brian Nicholson,Business,Business Development Executive
casual_leave,26-07-2024,04-08-2024,first_half,first_half,10,Patricia Pearson,Kevin Wagner,HR,Project coordinator
maternity_leave,03-03-2024,12-03-2024,first_half,full_day,10,Angela Peterson,Tara Roberts,Business,Business Development Executive
paternity_leave,09-08-2024,18-08-2024,second_half,full_day,10,Andrew Keith,William Davis,Technical,NodeJS
maternity_leave,06-09-2023,14-09-2023,full_day,first_half,9,Andrew Austin DVM,Joanne Madden,Business,Business Development Executive
paternity_leave,24-02-2024,05-03-2024,first_half,full_day,11,Bryce Kim,Monica Lee,Office Admin,Office Admin
marriage_leave,31-08-2024,04-09-2024,first_half,full_day,5,Angela Williams,Andrea Ibarra,Technical,iOS
paternity_leave,29-12-2023,06-01-2024,full_day,full_day,9,Christopher Middleton,Shannon Mann,Office Admin,Office Admin
marriage_leave,30-05-2023,04-06-2023,full_day,full_day,6,Kelsey Lawrence,Anna Hardy,Business,Business Development Executive
maternity_leave,02-01-2024,04-01-2024,full_day,full_day,3,Scott Anderson,Andrew Fletcher,Technical,iOS
marriage_leave,18-04-2024,20-04-2024,second_half,first_half,3,Robert Alvarez,Michele Smith,Business,Business Development Executive
casual_leave,13-01-2025,19-01-2025,second_half,first_half,7,Jose Juarez,Cassandra Le,Business,Business Development Executive
casual_leave,04-03-2025,07-03-2025,first_half,full_day,4,Edwin Chaney,Aaron Smith,Technical,Android
academic_leave,19-03-2024,23-03-2024,full_day,full_day,5,Daniel Watts,David Salazar,Technical,NodeJS
paternity_leave,29-11-2024,09-12-2024,first_half,full_day,11,Theresa Rodriguez,Lisa Silva,Office Admin,Office Admin
medical_leave,05-04-2025,11-04-2025,full_day,full_day,7,Theresa Pena,Kelly Marshall,Business,Business Development Executive
medical_leave,11-06-2024,11-06-2024,first_half,first_half,0.5,Emily Elliott,Carlos Wall,Business,Business Development Executive
medical_leave,11-12-2024,12-12-2024,second_half,first_half,2,Patricia Mcbride,Meghan Robinson,Technical,Android
maternity_leave,25-02-2024,29-02-2024,full_day,first_half,5,Nicole Hughes,Kelly Rivera,HR,HR
